Date,pm25_median,pm10_median,no2_median,so2_median,co_median,o3_median,temperature_median,humidity_median,wind-speed_median,AQI,Category,Month,DayOfWeek,Season,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,PM25_PM10_ratio,PM25_Wind_Ratio,Stagnation_Index,Gaseous_Index,Thermal_Humidity_Index
2023-07-05,18.27,45.38,28.61,32.37,0.42,42.04,25.2,44.3,9.59,45.4,Good,7,2,Summer,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.4026002644336712,1.905109489051095,1.8854489164086687,65.17999999999999,11.163599999999999
2023-09-21,192.31,377.77,288.14,1396.4,20.13,440.72,13.4,70.1,2.24,374.8,Very Poor,9,3,Autumn,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.5090663631310056,85.85267857142857,82.18376068376067,1885.84,9.3934
2021-11-25,116.39,336.16,271.3,788.44,11.51,153.35,39.0,46.1,1.45,297.3,Poor,11,3,Autumn,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.3462339362208472,80.26896551724138,75.09032258064516,1174.84,17.979
2022-07-15,238.0,405.48,299.46,1244.45,18.2,484.55,26.5,50.6,2.43,390.8,Very Poor,7,4,Summer,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.5869586662720726,97.94238683127571,94.07114624505928,1725.91,13.409
2021-08-13,213.17,399.07,358.12,1413.45,25.04,232.17,30.8,75.7,0.94,376.9,Very Poor,8,4,Summer,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.5341669381311549,226.77659574468086,204.97115384615384,2021.9700000000003,23.3156
2021-05-05,94.26,306.39,210.67,453.37,11.26,195.43,17.3,70.3,4.03,268.8,Poor,5,2,Spring,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.3076471164202487,23.389578163771713,22.823244552058114,776.64,12.1619
2021-09-28,397.24,693.58,460.08,1779.64,38.3,841.17,29.7,84.1,0.61,500.0,Severe,9,1,Autumn,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.5727385449407422,651.2131147540983,559.492957746479,2622.7200000000003,24.9777
2024-12-09,65.11,155.53,98.1,159.69,3.16,97.56,15.8,64.7,5.29,137.6,Moderate,12,0,Winter,-2.4492935982947064e-16,1.0,0.0,1.0,0.41863306114575966,12.30812854442344,12.079777365491651,289.39,10.2226
2024-03-17,105.32,310.42,190.51,728.21,11.63,192.33,26.6,78.1,1.12,283.0,Poor,3,6,Spring,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.33928226274080275,94.03571428571428,86.32786885245899,1035.02,20.7746
2024-09-16,86.53,171.05,152.01,304.28,9.01,93.4,30.2,54.4,4.65,188.5,Moderate,9,0,Autumn,-1.0,-1.8369701987210297e-16,0.0,1.0,0.5058754750073078,18.60860215053763,18.216842105263158,546.39,16.428800000000003
2021-01-08,382.9,508.25,413.58,1846.86,41.05,733.71,17.4,92.1,0.92,462.0,Severe,1,4,Winter,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.7533694048204623,416.195652173913,375.3921568627451,2670.94,16.025399999999998
2024-08-26,119.77,307.13,246.19,705.29,10.85,213.07,31.8,44.4,2.17,301.9,Poor,8,0,Summer,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.38996516133233483,55.193548387096776,52.76211453744493,1059.98,14.119200000000001
2024-03-25,308.8,483.09,503.42,1801.76,43.85,865.0,19.4,58.3,0.66,461.9,Severe,3,0,Spring,1.0,6.123233995736766e-17,0.0,1.0,0.6392183651079509,467.8787878787879,406.3157894736842,2743.68,11.310199999999998
2024-04-18,48.98,91.66,40.34,50.9,1.41,100.22,26.1,49.8,2.92,101.2,Satisfactory,4,3,Spring,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.5343661357189614,16.773972602739725,16.218543046357613,105.34,12.9978
2021-01-05,9.45,23.9,10.1,29.38,0.4,31.6,12.0,69.9,4.26,36.7,Good,1,1,Winter,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.39539748953974896,2.2183098591549295,2.1674311926605507,43.48,8.388000000000002
2022-09-29,26.13,44.39,4.41,17.41,0.84,43.69,30.7,64.9,9.05,44.4,Good,9,3,Autumn,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.5886460914620409,2.887292817679558,2.8557377049180324,30.22,19.9243
2022-09-08,23.53,45.55,29.11,22.46,0.15,20.05,23.3,30.3,11.75,45.6,Good,9,3,Autumn,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.5165751920965972,2.002553191489362,1.9856540084388188,53.07,7.0599
2023-09-28,150.41,399.22,296.12,1239.38,20.33,389.11,14.7,64.4,2.24,361.9,Very Poor,9,3,Autumn,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.3767596813786884,67.14732142857142,64.27777777777777,1738.8,9.4668
2021-09-10,115.05,304.73,189.44,654.65,14.22,175.45,20.4,59.7,3.33,283.6,Poor,9,4,Autumn,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.3775473369868408,34.549549549549546,33.542274052478135,986.29,12.178799999999999
2023-08-29,12.55,29.3,32.86,16.89,0.24,41.47,31.7,55.7,10.63,41.5,Good,8,1,Summer,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.4283276450511945,1.1806208842897459,1.1696178937558248,52.15,17.6569
2021-08-14,81.82,227.25,92.6,109.83,9.77,130.95,29.7,61.2,2.58,197.1,Moderate,8,5,Summer,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.36004400440044,31.71317829457364,30.529850746268654,300.13,18.176399999999997
2022-08-19,6.16,36.09,3.1,4.4,0.39,39.23,28.9,32.5,10.5,39.2,Good,8,4,Summer,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.17068440011083402,0.5866666666666667,0.5811320754716981,11.4,9.3925
2023-06-14,88.12,199.68,171.73,357.51,5.21,177.47,41.9,52.9,2.16,224.2,Moderate,6,2,Summer,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.44130608974358976,40.7962962962963,38.991150442477874,581.34,22.1651
2022-08-20,54.12,79.68,68.87,50.06,1.1,85.63,29.3,51.2,6.18,90.4,Satisfactory,8,5,Summer,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.6792168674698794,8.757281553398059,8.61783439490446,129.93,15.0016
2021-03-07,7.87,31.48,34.98,8.65,0.12,28.28,27.5,41.5,9.12,43.7,Good,3,6,Spring,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.25,0.8629385964912282,0.8535791757049893,44.83,11.4125
2023-07-02,17.69,31.21,14.52,29.92,0.78,44.61,26.3,54.7,3.96,44.6,Good,7,6,Summer,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.5668055110541493,4.467171717171717,4.357142857142858,52.239999999999995,14.3861
2024-01-13,13.79,43.51,30.75,20.07,0.62,14.86,12.5,43.5,4.21,43.5,Good,1,5,Winter,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.31693863479659845,3.2755344418052257,3.19953596287703,57.02,5.4375
2022-03-03,334.27,567.65,468.26,1994.68,47.14,985.11,9.0,92.8,1.11,498.7,Severe,3,3,Spring,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.5888663789306791,301.1441441441441,276.2561983471074,2934.34,8.352
2024-07-10,103.02,321.99,211.18,709.3,13.86,224.01,41.9,55.3,3.16,303.9,Poor,7,2,Summer,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.3199478244665983,32.60126582278481,31.601226993865026,1059.08,23.170699999999997
2021-07-07,118.96,327.57,245.74,790.59,13.79,190.96,35.1,77.4,2.39,297.8,Poor,7,2,Summer,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.3631590194462252,49.77405857740585,47.775100401606416,1174.23,27.1674
2023-03-05,56.92,93.24,50.53,48.89,1.45,62.62,18.3,39.9,5.99,95.0,Satisfactory,3,6,Spring,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.6104676104676106,9.502504173622704,9.346469622331691,113.92,7.301699999999999
2024-01-08,16.56,47.89,10.65,39.48,1.0,36.87,19.9,51.9,5.28,50.0,Good,1,0,Winter,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3457924410106494,3.136363636363636,3.078066914498141,60.129999999999995,10.3281
2024-09-08,70.06,236.12,152.27,329.29,4.71,92.25,30.7,37.3,5.76,190.8,Moderate,9,6,Autumn,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.2967135354904286,12.163194444444445,11.955631399317408,528.6600000000001,11.4511
2022-11-22,99.47,274.65,252.99,626.03,15.02,181.08,38.8,47.8,4.81,273.2,Poor,11,1,Autumn,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.36217003458947755,20.67983367983368,20.258655804480654,1029.22,18.5464
2021-09-21,104.26,268.11,276.47,774.83,11.04,187.15,12.7,82.0,2.57,296.5,Poor,9,1,Autumn,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.3888702398269367,40.56809338521401,39.04868913857678,1161.7000000000003,10.413999999999998
2022-10-21,94.2,331.44,261.99,390.08,11.51,183.95,25.1,80.5,2.08,282.2,Poor,10,4,Autumn,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.28421433743664015,45.28846153846154,43.211009174311926,767.17,20.2055
2021-03-31,128.78,356.64,373.93,1485.93,30.15,294.32,20.8,67.8,1.59,385.9,Very Poor,3,2,Spring,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.36109241812471965,80.99371069182389,76.20118343195266,2161.36,14.1024
2023-09-17,118.42,312.13,200.34,671.03,15.57,170.64,21.5,49.8,3.2,294.8,Poor,9,6,Autumn,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.37939320155063594,37.00625,35.88484848484848,1027.07,10.707
2022-03-29,48.68,96.36,72.63,56.48,1.27,84.76,29.5,43.5,4.83,96.4,Satisfactory,3,1,Spring,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.5051888750518887,10.078674948240165,9.874239350912779,141.80999999999997,12.8325
2021-02-08,247.03,362.08,354.94,825.46,23.97,430.17,20.8,95.5,1.47,397.7,Very Poor,2,0,Winter,0.8660254037844386,0.5000000000000001,0.0,1.0,0.6822525408749448,168.04761904761907,157.34394904458597,1420.1000000000001,19.864
2022-09-14,192.4,365.93,307.65,1489.7,27.28,458.54,34.3,72.2,1.15,386.3,Very Poor,9,2,Autumn,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.525783619817998,167.30434782608697,153.92000000000002,2070.15,24.764599999999998
2024-01-27,77.2,243.18,151.65,240.18,6.97,103.88,19.0,51.8,4.73,195.5,Moderate,1,5,Winter,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.31746031746031744,16.32135306553911,15.98343685300207,461.53000000000003,9.842
2022-11-04,122.1,382.52,345.86,1336.85,20.88,529.63,32.2,58.0,0.88,367.4,Very Poor,11,4,Autumn,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.3191989961309213,138.75,124.59183673469387,1891.51,18.676000000000002
2022-01-06,64.9,122.33,169.22,181.76,9.5,119.09,8.4,66.7,3.99,193.8,Moderate,1,3,Winter,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.5305321670890215,16.265664160401002,15.867970660146701,445.98,5.6028
2021-04-05,100.87,326.12,193.88,487.9,15.19,221.32,8.1,59.0,3.62,303.4,Poor,4,0,Spring,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.3093033239298418,27.864640883977902,27.115591397849464,833.68,4.779
2021-12-31,76.46,166.52,147.63,318.28,3.01,100.47,29.8,82.3,3.94,179.6,Moderate,12,4,Winter,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0.4591640643766514,19.406091370558375,18.925742574257423,496.01,24.525399999999998
2022-05-04,48.61,98.15,71.84,45.82,1.41,75.99,30.0,46.3,6.25,98.2,Satisfactory,5,2,Spring,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.4952623535404992,7.7776,7.655118110236221,131.76,13.889999999999999
2024-05-17,51.76,91.2,50.81,76.67,1.78,80.15,25.9,30.9,7.8,95.9,Satisfactory,5,4,Spring,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.5675438596491228,6.635897435897435,6.5518987341772155,145.28,8.0031
2022-03-26,112.68,304.87,199.32,642.2,16.29,224.83,20.4,51.7,3.06,304.1,Poor,3,5,Spring,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.36960015744415653,36.82352941176471,35.65822784810127,1004.42,10.5468
2022-04-03,24.12,47.15,15.06,5.82,0.13,37.92,28.5,55.5,5.82,47.2,Good,4,6,Spring,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.511558854718982,4.144329896907217,4.074324324324325,22.180000000000003,15.8175
2023-08-04,83.66,235.94,83.91,113.36,8.46,177.74,40.9,38.0,5.28,224.9,Moderate,8,4,Summer,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.35458167330677287,15.844696969696969,15.550185873605948,281.87,15.542
2023-08-07,79.94,121.58,147.47,257.59,4.81,146.73,39.0,66.7,5.83,169.0,Moderate,8,0,Summer,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.6575094587925645,13.711835334476843,13.480607082630693,453.15999999999997,26.013
2023-01-07,26.79,48.15,30.06,34.59,0.77,5.68,12.3,36.6,9.74,48.2,Good,1,5,Winter,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.5563862928348909,2.7505133470225873,2.722560975609756,72.35000000000001,4.5018
2021-01-02,62.56,248.38,173.43,236.52,3.43,97.97,24.1,45.9,2.89,198.9,Moderate,1,5,Winter,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.25187213141154685,21.647058823529413,20.923076923076923,444.25000000000006,11.0619
2021-05-13,80.26,178.17,114.1,298.47,8.76,132.56,15.3,63.6,3.18,184.6,Moderate,5,3,Spring,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.4504686535331426,25.238993710691823,24.46951219512195,500.1700000000001,9.7308
2021-02-16,39.87,59.47,78.42,67.83,1.89,89.04,22.1,75.3,6.01,98.1,Satisfactory,2,1,Winter,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6704220615436354,6.633943427620632,6.525368248772504,165.15,16.6413
2023-09-27,86.52,120.71,128.93,228.54,9.92,119.46,20.1,55.9,4.43,199.0,Moderate,9,2,Autumn,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.7167591748819485,19.530474040632054,19.09933774834437,456.67,11.235899999999999
2022-02-03,396.51,530.51,409.27,1672.78,41.91,758.31,12.7,72.0,0.78,459.5,Severe,2,3,Winter,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7474128668639611,508.3461538461538,450.57954545454544,2501.15,9.143999999999998
2023-08-01,239.84,384.97,373.0,1078.5,26.84,766.31,41.0,89.2,1.72,408.2,Very Poor,8,1,Summer,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.6230095851624802,139.4418604651163,131.78021978021977,1719.9,36.572
2023-12-25,26.64,33.05,34.8,4.97,0.19,26.7,22.6,53.6,10.2,44.4,Good,12,0,Winter,-2.4492935982947064e-16,1.0,0.0,1.0,0.806051437216339,2.611764705882353,2.5864077669902916,41.669999999999995,12.113600000000002
2023-10-01,202.36,380.91,354.77,1277.84,30.86,639.2,10.8,83.6,2.22,381.7,Very Poor,10,6,Autumn,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.5312541020188496,91.15315315315316,87.22413793103448,1941.21,9.0288
2022-09-04,392.61,764.56,421.97,1707.82,46.96,773.59,10.6,60.8,1.72,500.0,Severe,9,6,Autumn,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.5135110390289841,228.26162790697674,215.71978021978023,2599.39,6.4448
2024-02-21,113.13,282.56,208.77,633.05,16.24,184.6,31.5,84.5,3.8,289.2,Poor,2,2,Winter,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.40037514156285386,29.771052631578947,29.007692307692306,1004.2199999999999,26.6175
2024-01-01,13.73,37.37,18.3,38.77,0.19,35.99,17.0,40.3,7.43,48.5,Good,1,0,Winter,0.49999999999999994,0.8660254037844387,0.0,1.0,0.36740701097136746,1.8479138627187082,1.8233731739707837,58.970000000000006,6.850999999999999
2023-10-05,102.06,289.31,250.77,493.93,15.25,160.33,11.8,61.2,2.35,275.2,Poor,10,3,Autumn,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.35277038470844424,43.42978723404255,41.65714285714286,897.2,7.2216000000000005
2023-08-21,231.16,389.33,282.44,1499.07,18.13,665.29,32.9,78.5,2.22,387.5,Very Poor,8,0,Summer,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.5937379600852747,104.12612612612611,99.63793103448275,1962.81,25.8265
2023-09-03,434.86,582.02,407.67,1946.13,44.35,822.65,32.0,63.4,0.54,489.5,Severe,9,6,Autumn,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.7471564551046356,805.2962962962963,679.46875,2797.3,20.288
2024-09-25,65.97,144.56,154.61,211.64,7.47,146.64,32.2,68.6,5.88,174.8,Moderate,9,2,Autumn,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.4563503043718871,11.21938775510204,11.031772575250837,440.95,22.0892
2023-01-12,39.84,54.97,70.57,51.33,1.71,68.14,28.1,41.8,6.52,88.4,Satisfactory,1,3,Winter,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.7247589594324177,6.110429447852762,6.018126888217524,139.0,11.745800000000001
2024-12-10,107.45,308.76,191.89,406.62,10.81,187.12,23.2,87.3,3.28,259.1,Poor,12,1,Winter,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.34800492291747637,32.75914634146342,31.78994082840237,706.61,20.2536
2021-06-10,29.76,40.32,34.78,18.66,0.58,43.01,31.7,40.4,5.42,49.6,Good,6,3,Summer,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.7380952380952381,5.490774907749078,5.391304347826088,59.239999999999995,12.806799999999999
2022-06-10,393.63,808.91,497.08,1730.45,46.24,878.17,15.7,77.5,1.65,500.0,Severe,6,4,Summer,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.4866177943158077,238.56363636363636,224.93142857142857,2689.9300000000003,12.1675
2024-03-03,429.9,546.44,444.29,1829.53,41.05,1024.6,0.9,67.4,0.6,500.0,Severe,3,6,Spring,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.7867286435839249,716.5,614.1428571428571,2684.32,0.6066
2022-05-31,41.43,59.79,77.47,78.33,1.24,76.98,34.1,51.7,5.23,98.0,Satisfactory,5,1,Spring,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.6929252383341696,7.921606118546844,7.772983114446529,168.20000000000002,17.6297
2023-11-07,29.6,44.67,7.18,11.74,0.37,27.83,20.5,27.9,8.83,49.3,Good,11,1,Autumn,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.6626371166330871,3.3522083805209513,3.3146696528555433,22.62,5.719499999999999
2021-04-04,294.77,435.55,485.56,1887.42,36.99,900.24,15.8,60.3,1.89,472.1,Severe,4,6,Spring,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.6767764894960394,155.96296296296296,148.1256281407035,2742.88,9.5274
2021-02-27,211.42,356.71,337.15,1453.03,30.68,297.65,6.7,98.0,2.75,381.8,Very Poor,2,5,Winter,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.5926943455468027,76.88,74.18245614035087,2096.98,6.566
2024-05-11,58.88,101.2,77.61,45.47,1.89,56.44,17.8,33.5,3.38,101.7,Satisfactory,5,5,Spring,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.5818181818181818,17.420118343195266,16.919540229885058,141.98,5.963000000000001
2022-05-16,473.16,1042.79,410.63,1954.14,46.1,940.23,15.4,88.8,1.66,500.0,Severe,5,0,Spring,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.4537442821661121,285.03614457831327,268.8409090909091,2825.77,13.6752
2021-11-18,479.89,689.9,416.56,1632.88,44.74,850.55,0.6,68.5,0.51,500.0,Severe,11,3,Autumn,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.6955935642846789,940.9607843137254,786.7049180327868,2496.84,0.41100000000000003
2021-06-02,240.61,445.34,315.06,932.58,26.75,750.82,36.6,84.2,1.09,409.9,Very Poor,6,2,Summer,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.540283828086406,220.74311926605503,202.19327731092434,1515.14,30.817200000000003
2022-09-26,204.99,421.85,346.54,870.26,33.61,381.78,31.0,56.9,1.82,397.8,Very Poor,9,0,Autumn,-1.0,-1.8369701987210297e-16,0.0,1.0,0.485931018134408,112.63186813186813,106.765625,1552.9,17.639
2023-04-20,25.65,56.79,22.76,25.68,0.27,5.68,31.5,57.2,7.34,57.6,Good,4,3,Spring,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.45166402535657685,3.4945504087193457,3.4475806451612905,51.14,18.018
2021-09-17,85.2,244.57,80.13,141.11,3.01,150.5,13.3,50.9,2.67,196.4,Moderate,9,4,Autumn,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.34836652083248154,31.910112359550563,30.75812274368231,251.34,6.7697
2021-05-09,67.64,208.03,167.81,192.69,2.54,136.54,15.6,70.2,6.41,187.9,Moderate,5,6,Spring,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.32514541171946354,10.55226209048362,10.390168970814132,385.9,10.9512
2021-06-03,74.71,245.68,99.71,263.07,8.93,170.74,36.8,43.8,2.08,207.5,Moderate,6,3,Summer,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.3040947574080104,35.918269230769226,34.27064220183486,452.08,16.118399999999998
2021-03-02,51.49,99.83,65.05,57.7,1.43,96.4,27.6,44.4,6.75,99.8,Satisfactory,3,1,Spring,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.5157768205950115,7.628148148148148,7.516788321167884,137.05,12.2544
2023-04-10,78.83,212.71,105.83,166.88,8.37,145.12,35.0,44.9,1.81,179.8,Moderate,4,0,Spring,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.37059846739692537,43.552486187845304,41.27225130890052,356.40999999999997,15.715
2023-05-07,78.37,171.73,175.17,250.9,6.91,161.54,35.1,63.5,3.08,195.2,Moderate,5,6,Spring,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.4563559075292611,25.444805194805195,24.644654088050316,495.16999999999996,22.288500000000003
2022-03-13,127.28,353.23,316.26,1139.68,24.5,511.45,32.5,73.0,1.29,356.6,Very Poor,3,6,Spring,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.3603317951476375,98.66666666666667,91.568345323741,1700.94,23.724999999999998
2024-12-20,33.8,56.12,64.6,72.65,1.48,63.86,12.3,54.5,5.67,91.0,Satisfactory,12,4,Winter,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0.6022808267997148,5.961199294532627,5.8578856152513,152.05,6.703500000000001
2023-06-09,113.03,258.51,263.71,747.56,15.63,203.55,41.9,73.2,1.76,289.0,Poor,6,4,Summer,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.43723647054272563,64.2215909090909,60.76881720430107,1167.57,30.6708
2023-05-06,363.62,543.03,485.06,1978.38,37.1,961.99,18.5,62.9,1.17,494.6,Severe,5,5,Spring,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.6696130968823085,310.7863247863248,286.31496062992125,2834.44,11.6365
